+-------------+----------+-------------------+---------+--------+-----------------+---------+------------+---------+-------------------+
|TransactionID|CustomerID|               Date|   Amount|Currency|  TransactionType|   Status|Counterparty| Location|          Timestamp|
|      TXN7448|   CUST029|2024-02-27 00:00:00|-30692.62|     INR|       Withdrawal|Completed|     CUST048|  Lucknow|2024-02-27 00:00:00|
|      TXN6982|   CUST048|2024-02-15 00:00:00|-20082.06|     INR|       Withdrawal|Completed|     CUST043|    Delhi|2024-02-15 00:00:00|
|      TXN6047|   CUST020|2024-02-19 00:00:00| 47329.13|     INR|          Deposit|Completed|         ATM|Bangalore|2024-02-19 00:00:00|
|      TXN6874|   CUST028|2024-02-18 00:00:00| -8311.17|     INR|    Transfer Sent|Completed|        Bank|Ahmedabad|2024-02-18 00:00:00|
|      TXN5158|   CUST025|2024-02-10 00:00:00| 14956.11|     INR|Transfer Received|Completed|        Bank|  Kolkata|2024-02-10 00:00:00|
|      TXN1391|   CUST013|2024-02-08 00:00:00| 11482.52|     INR|Transfer Received|Completed|         ATM|Ahmedabad|2024-02-08 00:00:00|
|      TXN8966|   CUST012|2024-02-16 00:00:00| 47953.32|     INR|Transfer Received|Completed|        Bank|Bangalore|2024-02-16 00:00:00|
|      TXN9203|   CUST012|2024-02-15 00:00:00| 45395.71|     INR|Transfer Received|Completed|         ATM|     Pune|2024-02-15 00:00:00|
|      TXN9033|   CUST035|2024-02-10 00:00:00|   6279.8|     INR|          Deposit|Completed|        Bank|   Jaipur|2024-02-10 00:00:00|
|      TXN6758|   CUST008|2024-02-08 00:00:00|  4179.68|     INR|          Deposit|Completed|         ATM|Ahmedabad|2024-02-08 00:00:00|
|      TXN2710|   CUST038|2024-02-06 00:00:00| 10908.73|     INR|          Deposit|Completed|         ATM|    Delhi|2024-02-06 00:00:00|
|      TXN9074|   CUST047|2024-02-16 00:00:00|-30563.31|     INR|    Transfer Sent|Completed|     CUST029|   Jaipur|2024-02-16 00:00:00|
|      TXN9814|   CUST041|2024-02-12 00:00:00| -5454.42|     INR|    Transfer Sent|Completed|        Bank|Bangalore|2024-02-12 00:00:00|
|      TXN8809|   CUST046|2024-02-10 00:00:00| 38784.87|     INR|Transfer Received|Completed|         ATM|     Pune|2024-02-10 00:00:00|
|      TXN8286|   CUST006|2024-02-15 00:00:00| -8071.35|     INR|    Transfer Sent|Completed|     CUST018|   Jaipur|2024-02-15 00:00:00|
|      TXN5637|   CUST024|2024-02-28 00:00:00| 13518.91|     INR|Transfer Received|Completed|         ATM|  Lucknow|2024-02-28 00:00:00|
|      TXN5565|   CUST018|2024-02-20 00:00:00| 47590.89|     INR|Transfer Received|Completed|        Bank|     Pune|2024-02-20 00:00:00|
|      TXN2318|   CUST001|2024-02-28 00:00:00| -6158.71|     INR|    Transfer Sent|Completed|        Bank|     Pune|2024-02-28 00:00:00|
|      TXN8636|   CUST031|2024-02-17 00:00:00|-43280.79|     INR|       Withdrawal|Completed|        Bank|   Jaipur|2024-02-17 00:00:00|
|      TXN1818|   CUST039|2024-02-15 00:00:00|  35346.3|     INR|          Deposit|Completed|     CUST047|  Kolkata|2024-02-15 00:00:00|
|      TXN5626|   CUST038|2024-02-04 00:00:00|  49357.4|     INR|Transfer Received|Completed|     CUST015|    Delhi|2024-02-04 00:00:00|
|      TXN1885|   CUST020|2024-02-22 00:00:00| 10036.41|     INR|Transfer Received|Completed|     CUST021|   Mumbai|2024-02-22 00:00:00|
|      TXN5512|   CUST044|2024-02-09 00:00:00|-49758.67|     INR|    Transfer Sent|Completed|     CUST016|Ahmedabad|2024-02-09 00:00:00|
|      TXN4697|   CUST044|2024-02-19 00:00:00|-25918.75|     INR|    Transfer Sent|Completed|        Bank|  Chennai|2024-02-19 00:00:00|
|      TXN5938|   CUST037|2024-02-06 00:00:00| 47036.49|     INR|Transfer Received|Completed|     CUST048|     Pune|2024-02-06 00:00:00|
|      TXN7761|   CUST020|2024-02-16 00:00:00|-21791.01|     INR|    Transfer Sent|Completed|        Bank|    Delhi|2024-02-16 00:00:00|
|      TXN7088|   CUST018|2024-02-16 00:00:00|-14246.58|     INR|    Transfer Sent|Completed|         ATM|Hyderabad|2024-02-16 00:00:00|
|      TXN6043|   CUST027|2024-02-13 00:00:00| 27184.42|     INR|Transfer Received|Completed|     CUST039|    Delhi|2024-02-13 00:00:00|
|      TXN3395|   CUST031|2024-02-22 00:00:00|-10282.71|     INR|       Withdrawal|Completed|        Bank|  Lucknow|2024-02-22 00:00:00|
|      TXN5965|   CUST015|2024-02-26 00:00:00|-44058.88|     INR|       Withdrawal|Completed|        Bank|  Chennai|2024-02-26 00:00:00|
|      TXN9424|   CUST005|2024-02-23 00:00:00|-37255.75|     INR|       Withdrawal|Completed|         ATM|Hyderabad|2024-02-23 00:00:00|
|      TXN9904|   CUST032|2024-02-22 00:00:00| -6483.27|     INR|       Withdrawal|Completed|         ATM|Ahmedabad|2024-02-22 00:00:00|
|      TXN8995|   CUST033|2024-02-27 00:00:00|-13863.83|     INR|    Transfer Sent|Completed|         ATM|Bangalore|2024-02-27 00:00:00|
|      TXN2553|   CUST005|2024-02-08 00:00:00|  5221.04|     INR|          Deposit|Completed|         ATM|   Jaipur|2024-02-08 00:00:00|
|      TXN6806|   CUST049|2024-02-24 00:00:00| 34368.42|     INR|Transfer Received|Completed|     CUST023|Ahmedabad|2024-02-24 00:00:00|
|      TXN8436|   CUST004|2024-02-23 00:00:00| 27176.53|     INR|Transfer Received|Completed|        Bank|Ahmedabad|2024-02-23 00:00:00|
|      TXN1876|   CUST017|2024-02-05 00:00:00|-11918.86|     INR|       Withdrawal|Completed|     CUST031|Ahmedabad|2024-02-05 00:00:00|
|      TXN2842|   CUST049|2024-02-02 00:00:00| -3131.41|     INR|    Transfer Sent|Completed|         ATM|   Jaipur|2024-02-02 00:00:00|
|      TXN1210|   CUST037|2024-02-11 00:00:00|-19113.06|     INR|    Transfer Sent|Completed|         ATM|  Kolkata|2024-02-11 00:00:00|
|      TXN3650|   CUST047|2024-02-19 00:00:00| 44188.93|     INR|          Deposit|Completed|     CUST021|Bangalore|2024-02-19 00:00:00|
|      TXN3983|   CUST018|2024-02-23 00:00:00|-47226.57|     INR|       Withdrawal|Completed|     CUST008|Bangalore|2024-02-23 00:00:00|
|      TXN8219|   CUST033|2024-02-22 00:00:00|-46254.95|     INR|       Withdrawal|Completed|     CUST046|  Lucknow|2024-02-22 00:00:00|
|      TXN1178|   CUST036|2024-02-02 00:00:00|-48644.13|     INR|    Transfer Sent|Completed|     CUST009|Hyderabad|2024-02-02 00:00:00|
|      TXN7247|   CUST024|2024-02-25 00:00:00| -1641.03|     INR|       Withdrawal|Completed|        Bank|Hyderabad|2024-02-25 00:00:00|
|      TXN3680|   CUST032|2024-02-27 00:00:00| 44364.41|     INR|Transfer Received|Completed|        Bank|Ahmedabad|2024-02-27 00:00:00|
|      TXN6978|   CUST029|2024-02-03 00:00:00|  43676.9|     INR|          Deposit|Completed|        Bank|   Jaipur|2024-02-03 00:00:00|
|      TXN2564|   CUST008|2024-02-01 00:00:00| 46439.29|     INR|Transfer Received|Completed|     CUST042|  Lucknow|2024-02-01 00:00:00|
|      TXN6830|   CUST048|2024-02-07 00:00:00| 16868.93|     INR|Transfer Received|Completed|     CUST042|Bangalore|2024-02-07 00:00:00|
|      TXN3513|   CUST040|2024-02-13 00:00:00|-11529.15|     INR|    Transfer Sent|Completed|         ATM|    Delhi|2024-02-13 00:00:00|
|      TXN3135|   CUST002|2024-02-09 00:00:00|-30536.81|     INR|    Transfer Sent|Completed|        Bank|   Mumbai|2024-02-09 00:00:00|
|      TXN4632|   CUST023|2024-02-23 00:00:00|  -538.45|     INR|       Withdrawal|Completed|         ATM|  Lucknow|2024-02-23 00:00:00|
|      TXN3630|   CUST006|2024-02-22 00:00:00|  3390.12|     INR|Transfer Received|Completed|         ATM|  Lucknow|2024-02-22 00:00:00|
|      TXN1472|   CUST016|2024-02-10 00:00:00| 29021.75|     INR|Transfer Received|Completed|        Bank|  Kolkata|2024-02-10 00:00:00|
|      TXN6823|   CUST024|2024-02-12 00:00:00| -3416.97|     INR|    Transfer Sent|Completed|     CUST027|  Lucknow|2024-02-12 00:00:00|
|      TXN9975|   CUST005|2024-02-02 00:00:00| -1489.46|     INR|       Withdrawal|Completed|        Bank|   Jaipur|2024-02-02 00:00:00|
|      TXN1807|   CUST040|2024-02-16 00:00:00| 15451.59|     INR|Transfer Received|Completed|        Bank|  Lucknow|2024-02-16 00:00:00|
|      TXN5478|   CUST045|2024-02-20 00:00:00|-42379.39|     INR|    Transfer Sent|Completed|        Bank|Hyderabad|2024-02-20 00:00:00|
|      TXN5714|   CUST013|2024-02-06 00:00:00|-33199.25|     INR|    Transfer Sent|Completed|     CUST016|   Jaipur|2024-02-06 00:00:00|
|      TXN2907|   CUST007|2024-02-19 00:00:00| 22172.65|     INR|Transfer Received|Completed|        Bank|Bangalore|2024-02-19 00:00:00|
|      TXN8217|   CUST044|2024-02-17 00:00:00| -18239.8|     INR|    Transfer Sent|Completed|     CUST007|  Lucknow|2024-02-17 00:00:00|
|      TXN3124|   CUST036|2024-02-27 00:00:00|-11968.98|     INR|       Withdrawal|Completed|         ATM|Ahmedabad|2024-02-27 00:00:00|
|      TXN2942|   CUST014|2024-02-18 00:00:00|-39327.45|     INR|       Withdrawal|Completed|         ATM|Hyderabad|2024-02-18 00:00:00|
|      TXN4844|   CUST031|2024-02-15 00:00:00|-31735.15|     INR|       Withdrawal|Completed|     CUST041|   Mumbai|2024-02-15 00:00:00|
|      TXN7527|   CUST026|2024-02-20 00:00:00| 12082.35|     INR|          Deposit|Completed|     CUST006|   Mumbai|2024-02-20 00:00:00|
|      TXN8703|   CUST015|2024-02-06 00:00:00|  -382.08|     INR|       Withdrawal|Completed|         ATM|  Chennai|2024-02-06 00:00:00|
|      TXN5211|   CUST018|2024-02-18 00:00:00|  34177.4|     INR|          Deposit|Completed|        Bank|  Kolkata|2024-02-18 00:00:00|
|      TXN1953|   CUST016|2024-02-14 00:00:00|-46914.16|     INR|       Withdrawal|Completed|     CUST002|Ahmedabad|2024-02-14 00:00:00|
|      TXN4810|   CUST030|2024-02-22 00:00:00| 18454.61|     INR|Transfer Received|Completed|         ATM|   Mumbai|2024-02-22 00:00:00|
|      TXN5661|   CUST022|2024-02-16 00:00:00| 36422.64|     INR|          Deposit|Completed|         ATM|   Mumbai|2024-02-16 00:00:00|
|      TXN5738|   CUST044|2024-02-13 00:00:00| 39280.19|     INR|Transfer Received|Completed|         ATM|Bangalore|2024-02-13 00:00:00|
|      TXN2848|   CUST027|2024-02-09 00:00:00| 10533.71|     INR|Transfer Received|Completed|     CUST039|Ahmedabad|2024-02-09 00:00:00|
|      TXN2329|   CUST005|2024-02-26 00:00:00|  25323.5|     INR|          Deposit|Completed|        Bank|   Jaipur|2024-02-26 00:00:00|
|      TXN4335|   CUST047|2024-02-02 00:00:00| 47572.07|     INR|Transfer Received|Completed|         ATM|  Lucknow|2024-02-02 00:00:00|
|      TXN7938|   CUST048|2024-02-28 00:00:00|  4892.82|     INR|          Deposit|Completed|        Bank|  Kolkata|2024-02-28 00:00:00|
|      TXN1458|   CUST005|2024-02-09 00:00:00| 13965.42|     INR|          Deposit|Completed|        Bank|   Mumbai|2024-02-09 00:00:00|
|      TXN6719|   CUST030|2024-02-04 00:00:00| 13886.62|     INR|Transfer Received|Completed|         ATM|  Kolkata|2024-02-04 00:00:00|
|      TXN2767|   CUST024|2024-02-21 00:00:00|-46169.06|     INR|    Transfer Sent|Completed|         ATM|Hyderabad|2024-02-21 00:00:00|
|      TXN6316|   CUST042|2024-02-01 00:00:00|   627.69|     INR|Transfer Received|Completed|     CUST034|Ahmedabad|2024-02-01 00:00:00|
|      TXN5288|   CUST017|2024-02-06 00:00:00|-40317.77|     INR|    Transfer Sent|Completed|         ATM|  Chennai|2024-02-06 00:00:00|
|      TXN4594|   CUST024|2024-02-19 00:00:00| 24014.18|     INR|          Deposit|Completed|     CUST019|   Jaipur|2024-02-19 00:00:00|
|      TXN6629|   CUST012|2024-02-09 00:00:00|-28055.29|     INR|    Transfer Sent|Completed|        Bank|Ahmedabad|2024-02-09 00:00:00|
|      TXN6281|   CUST039|2024-02-04 00:00:00| -45632.7|     INR|    Transfer Sent|Completed|         ATM|   Jaipur|2024-02-04 00:00:00|
|      TXN3220|   CUST046|2024-02-10 00:00:00| 41173.73|     INR|          Deposit|Completed|     CUST001|   Jaipur|2024-02-10 00:00:00|
|      TXN4524|   CUST029|2024-02-10 00:00:00|-45880.13|     INR|    Transfer Sent|Completed|         ATM|   Jaipur|2024-02-10 00:00:00|
|      TXN6789|   CUST019|2024-02-27 00:00:00|   690.48|     INR|          Deposit|Completed|        Bank|  Kolkata|2024-02-27 00:00:00|
|      TXN2070|   CUST038|2024-02-05 00:00:00|  -797.05|     INR|       Withdrawal|Completed|         ATM|     Pune|2024-02-05 00:00:00|
|      TXN7525|   CUST001|2024-02-25 00:00:00| -16220.9|     INR|       Withdrawal|Completed|         ATM|  Chennai|2024-02-25 00:00:00|
|      TXN2449|   CUST031|2024-02-23 00:00:00| -8809.75|     INR|    Transfer Sent|Completed|         ATM|  Lucknow|2024-02-23 00:00:00|
|      TXN5005|   CUST013|2024-02-24 00:00:00|  2736.25|     INR|          Deposit|Completed|         ATM|Ahmedabad|2024-02-24 00:00:00|
|      TXN1760|   CUST026|2024-02-09 00:00:00| -4371.27|     INR|       Withdrawal|Completed|     CUST039|  Chennai|2024-02-09 00:00:00|
|      TXN5139|   CUST001|2024-02-04 00:00:00| -43992.5|     INR|    Transfer Sent|Completed|     CUST017|Bangalore|2024-02-04 00:00:00|
|      TXN7742|   CUST024|2024-02-02 00:00:00|-19738.93|     INR|       Withdrawal|Completed|        Bank|    Delhi|2024-02-02 00:00:00|
|      TXN4469|   CUST022|2024-02-23 00:00:00| 21283.33|     INR|          Deposit|Completed|         ATM|  Chennai|2024-02-23 00:00:00|
|      TXN3259|   CUST044|2024-02-12 00:00:00| 33982.79|     INR|Transfer Received|Completed|     CUST016|   Jaipur|2024-02-12 00:00:00|
|      TXN9089|   CUST028|2024-02-18 00:00:00|-17767.79|     INR|       Withdrawal|Completed|        Bank|    Delhi|2024-02-18 00:00:00|
|      TXN7099|   CUST008|2024-02-08 00:00:00| -36804.8|     INR|    Transfer Sent|Completed|     CUST021|  Kolkata|2024-02-08 00:00:00|
|      TXN4794|   CUST017|2024-02-02 00:00:00| -39553.0|     INR|    Transfer Sent|Completed|     CUST026|    Delhi|2024-02-02 00:00:00|
|      TXN9613|   CUST001|2024-02-11 00:00:00| -2446.58|     INR|       Withdrawal|Completed|        Bank|    Delhi|2024-02-11 00:00:00|
|      TXN7299|   CUST037|2024-02-18 00:00:00|  1916.94|     INR|          Deposit|Completed|         ATM|   Mumbai|2024-02-18 00:00:00|
|      TXN2725|   CUST028|2024-02-18 00:00:00|-34498.73|     INR|       Withdrawal|Completed|     CUST007|Ahmedabad|2024-02-18 00:00:00|
|      TXN2766|   CUST023|2024-02-13 00:00:00| 29741.14|     INR|          Deposit|Completed|         ATM|     Pune|2024-02-13 00:00:00|
|      TXN3669|   CUST007|2024-02-14 00:00:00|   144.84|     INR|          Deposit|Completed|     CUST044|Bangalore|2024-02-14 00:00:00|
|      TXN2176|   CUST012|2024-02-12 00:00:00| 36121.96|     INR|          Deposit|Completed|     CUST019|  Chennai|2024-02-12 00:00:00|
|      TXN8791|   CUST015|2024-02-11 00:00:00|  29839.3|     INR|Transfer Received|Completed|     CUST001|  Kolkata|2024-02-11 00:00:00|
|      TXN3057|   CUST024|2024-02-12 00:00:00|-12886.59|     INR|    Transfer Sent|Completed|     CUST003|   Jaipur|2024-02-12 00:00:00|
|      TXN2414|   CUST037|2024-02-12 00:00:00|-36057.18|     INR|       Withdrawal|Completed|         ATM|    Delhi|2024-02-12 00:00:00|
|      TXN4842|   CUST020|2024-02-14 00:00:00|-23468.87|     INR|    Transfer Sent|Completed|        Bank|   Jaipur|2024-02-14 00:00:00|
|      TXN5213|   CUST022|2024-02-21 00:00:00| 11690.95|     INR|Transfer Received|Completed|         ATM|  Lucknow|2024-02-21 00:00:00|
|      TXN2285|   CUST030|2024-02-17 00:00:00| -16916.9|     INR|       Withdrawal|Completed|         ATM|    Delhi|2024-02-17 00:00:00|
|      TXN6857|   CUST031|2024-02-23 00:00:00|-47791.23|     INR|       Withdrawal|Completed|     CUST012|Ahmedabad|2024-02-23 00:00:00|
|      TXN6066|   CUST001|2024-02-21 00:00:00| 48494.88|     INR|          Deposit|Completed|        Bank|   Jaipur|2024-02-21 00:00:00|
|      TXN7409|   CUST022|2024-02-12 00:00:00| 47605.62|     INR|Transfer Received|Completed|     CUST009|Bangalore|2024-02-12 00:00:00|
|      TXN9669|   CUST043|2024-02-13 00:00:00| 30881.94|     INR|Transfer Received|Completed|        Bank|    Delhi|2024-02-13 00:00:00|
|      TXN9050|   CUST035|2024-02-27 00:00:00|-18464.33|     INR|    Transfer Sent|Completed|         ATM|     Pune|2024-02-27 00:00:00|
|      TXN6128|   CUST015|2024-02-15 00:00:00| 26085.89|     INR|Transfer Received|Completed|        Bank|Ahmedabad|2024-02-15 00:00:00|
|      TXN3740|   CUST019|2024-02-27 00:00:00| -1667.34|     INR|    Transfer Sent|Completed|     CUST017|    Delhi|2024-02-27 00:00:00|
|      TXN6788|   CUST007|2024-02-07 00:00:00| -1928.21|     INR|       Withdrawal|Completed|         ATM|   Jaipur|2024-02-07 00:00:00|
|      TXN8143|   CUST009|2024-02-12 00:00:00|  -5353.5|     INR|    Transfer Sent|Completed|     CUST032|Hyderabad|2024-02-12 00:00:00|
|      TXN8402|   CUST041|2024-02-06 00:00:00|-35709.38|     INR|    Transfer Sent|Completed|         ATM|Bangalore|2024-02-06 00:00:00|
|      TXN1868|   CUST022|2024-02-18 00:00:00|  5889.75|     INR|Transfer Received|Completed|     CUST023|  Chennai|2024-02-18 00:00:00|
|      TXN9497|   CUST023|2024-02-23 00:00:00| 17552.69|     INR|          Deposit|Completed|     CUST008|Bangalore|2024-02-23 00:00:00|
|      TXN4110|   CUST028|2024-02-12 00:00:00|-49803.97|     INR|       Withdrawal|Completed|     CUST020|  Lucknow|2024-02-12 00:00:00|
|      TXN6070|   CUST029|2024-02-23 00:00:00|-23199.04|     INR|    Transfer Sent|Completed|        Bank|     Pune|2024-02-23 00:00:00|
|      TXN4493|   CUST015|2024-02-16 00:00:00| -29187.3|     INR|       Withdrawal|Completed|        Bank|  Chennai|2024-02-16 00:00:00|
|      TXN4710|   CUST024|2024-02-08 00:00:00| 45330.89|     INR|Transfer Received|Completed|         ATM|Hyderabad|2024-02-08 00:00:00|
|      TXN7451|   CUST019|2024-02-15 00:00:00| 43848.18|     INR|Transfer Received|Completed|     CUST045|Hyderabad|2024-02-15 00:00:00|
|      TXN9335|   CUST027|2024-02-19 00:00:00| 36754.83|     INR|          Deposit|Completed|         ATM|  Kolkata|2024-02-19 00:00:00|
|      TXN1066|   CUST043|2024-02-16 00:00:00| -43666.9|     INR|       Withdrawal|Completed|     CUST045|  Chennai|2024-02-16 00:00:00|
|      TXN8389|   CUST015|2024-02-02 00:00:00| 33365.87|     INR|Transfer Received|Completed|         ATM|   Jaipur|2024-02-02 00:00:00|
|      TXN6444|   CUST047|2024-02-27 00:00:00| 41593.29|     INR|Transfer Received|Completed|         ATM|  Kolkata|2024-02-27 00:00:00|
|      TXN5719|   CUST030|2024-02-07 00:00:00| -8643.21|     INR|       Withdrawal|Completed|     CUST033|  Lucknow|2024-02-07 00:00:00|
|      TXN8520|   CUST025|2024-02-03 00:00:00| -26339.7|     INR|       Withdrawal|Completed|        Bank|   Mumbai|2024-02-03 00:00:00|
|      TXN2762|   CUST035|2024-02-17 00:00:00| 29402.97|     INR|          Deposit|Completed|         ATM|  Lucknow|2024-02-17 00:00:00|
|      TXN5751|   CUST020|2024-02-15 00:00:00| 24043.02|     INR|          Deposit|Completed|         ATM|    Delhi|2024-02-15 00:00:00|
|      TXN1014|   CUST013|2024-02-15 00:00:00|  1264.62|     INR|Transfer Received|Completed|     CUST002|    Delhi|2024-02-15 00:00:00|
|      TXN6253|   CUST024|2024-02-04 00:00:00| 23000.76|     INR|Transfer Received|Completed|        Bank|   Jaipur|2024-02-04 00:00:00|
|      TXN1217|   CUST003|2024-02-07 00:00:00| 36376.24|     INR|          Deposit|Completed|     CUST028|     Pune|2024-02-07 00:00:00|
|      TXN9365|   CUST032|2024-02-08 00:00:00| 26823.71|     INR|          Deposit|Completed|     CUST030|  Lucknow|2024-02-08 00:00:00|
|      TXN5363|   CUST006|2024-02-11 00:00:00| 44476.29|     INR|          Deposit|Completed|     CUST019|Bangalore|2024-02-11 00:00:00|
|      TXN2198|   CUST012|2024-02-21 00:00:00| -3909.84|     INR|    Transfer Sent|Completed|        Bank|Hyderabad|2024-02-21 00:00:00|
|      TXN5735|   CUST040|2024-02-25 00:00:00|-46115.89|     INR|       Withdrawal|Completed|     CUST026|  Chennai|2024-02-25 00:00:00|
|      TXN2193|   CUST022|2024-02-11 00:00:00|  -341.68|     INR|    Transfer Sent|Completed|         ATM|  Chennai|2024-02-11 00:00:00|
|      TXN8230|   CUST031|2024-02-03 00:00:00|-48306.38|     INR|    Transfer Sent|Completed|        Bank|Bangalore|2024-02-03 00:00:00|
|      TXN1612|   CUST018|2024-02-06 00:00:00|-42869.96|     INR|    Transfer Sent|Completed|         ATM|  Lucknow|2024-02-06 00:00:00|
|      TXN9774|   CUST045|2024-02-28 00:00:00|  9618.56|     INR|          Deposit|Completed|         ATM|   Jaipur|2024-02-28 00:00:00|
|      TXN2558|   CUST009|2024-02-17 00:00:00| 13683.23|     INR|          Deposit|Completed|     CUST021|Bangalore|2024-02-17 00:00:00|
|      TXN2199|   CUST021|2024-02-12 00:00:00| 25003.51|     INR|Transfer Received|Completed|         ATM|  Lucknow|2024-02-12 00:00:00|
|      TXN5893|   CUST006|2024-02-04 00:00:00|-27608.12|     INR|       Withdrawal|Completed|     CUST048|  Kolkata|2024-02-04 00:00:00|
|      TXN6248|   CUST048|2024-02-23 00:00:00|  -672.72|     INR|       Withdrawal|Completed|     CUST042|Ahmedabad|2024-02-23 00:00:00|
|      TXN2572|   CUST018|2024-02-19 00:00:00| 27413.63|     INR|Transfer Received|Completed|     CUST036|Hyderabad|2024-02-19 00:00:00|
|      TXN5295|   CUST039|2024-02-27 00:00:00| 28190.01|     INR|          Deposit|Completed|     CUST014|Ahmedabad|2024-02-27 00:00:00|
|      TXN1688|   CUST050|2024-02-07 00:00:00| 32820.95|     INR|Transfer Received|Completed|         ATM|  Kolkata|2024-02-07 00:00:00|
|      TXN2396|   CUST009|2024-02-09 00:00:00|-45245.16|     INR|       Withdrawal|Completed|         ATM|  Chennai|2024-02-09 00:00:00|
|      TXN4673|   CUST007|2024-02-23 00:00:00|-44599.44|     INR|       Withdrawal|Completed|         ATM|  Kolkata|2024-02-23 00:00:00|
|      TXN9737|   CUST035|2024-02-24 00:00:00|-40881.75|     INR|       Withdrawal|Completed|        Bank|     Pune|2024-02-24 00:00:00|
|      TXN5155|   CUST032|2024-02-21 00:00:00|  9241.36|     INR|          Deposit|Completed|         ATM|   Mumbai|2024-02-21 00:00:00|
|      TXN1251|   CUST022|2024-02-08 00:00:00|-21554.18|     INR|    Transfer Sent|Completed|        Bank|    Delhi|2024-02-08 00:00:00|
|      TXN6218|   CUST024|2024-02-07 00:00:00| 39672.61|     INR|Transfer Received|Completed|         ATM|Ahmedabad|2024-02-07 00:00:00|
|      TXN8861|   CUST043|2024-02-10 00:00:00| 47883.32|     INR|          Deposit|Completed|        Bank|Bangalore|2024-02-10 00:00:00|
|      TXN4361|   CUST024|2024-02-03 00:00:00| 15146.12|     INR|          Deposit|Completed|         ATM|    Delhi|2024-02-03 00:00:00|
|      TXN9743|   CUST004|2024-02-10 00:00:00| -39684.4|     INR|    Transfer Sent|Completed|     CUST007|     Pune|2024-02-10 00:00:00|
|      TXN9662|   CUST019|2024-02-24 00:00:00|-11213.98|     INR|    Transfer Sent|Completed|     CUST035|   Jaipur|2024-02-24 00:00:00|
|      TXN5389|   CUST046|2024-02-18 00:00:00|-16545.35|     INR|    Transfer Sent|Completed|         ATM|   Mumbai|2024-02-18 00:00:00|
|      TXN3548|   CUST024|2024-02-18 00:00:00|  16658.0|     INR|Transfer Received|Completed|         ATM|Hyderabad|2024-02-18 00:00:00|
|      TXN5153|   CUST004|2024-02-13 00:00:00|  2155.58|     INR|Transfer Received|Completed|        Bank|  Kolkata|2024-02-13 00:00:00|
|      TXN5518|   CUST027|2024-02-27 00:00:00| 33014.27|     INR|          Deposit|Completed|        Bank|     Pune|2024-02-27 00:00:00|
|      TXN9734|   CUST031|2024-02-05 00:00:00| 36631.78|     INR|Transfer Received|Completed|        Bank|     Pune|2024-02-05 00:00:00|
|      TXN4915|   CUST032|2024-02-17 00:00:00| 37717.02|     INR|          Deposit|Completed|     CUST016|   Mumbai|2024-02-17 00:00:00|
|      TXN7121|   CUST002|2024-02-08 00:00:00|-31395.36|     INR|    Transfer Sent|Completed|        Bank|  Lucknow|2024-02-08 00:00:00|
|      TXN9952|   CUST015|2024-02-22 00:00:00|  25947.7|     INR|Transfer Received|Completed|        Bank|   Mumbai|2024-02-22 00:00:00|
|      TXN4474|   CUST012|2024-02-23 00:00:00|-18669.57|     INR|    Transfer Sent|Completed|        Bank|Hyderabad|2024-02-23 00:00:00|
|      TXN6687|   CUST046|2024-02-02 00:00:00| -6732.98|     INR|    Transfer Sent|Completed|         ATM|  Lucknow|2024-02-02 00:00:00|
|      TXN1558|   CUST015|2024-02-25 00:00:00| -14464.2|     INR|       Withdrawal|Completed|     CUST016|Bangalore|2024-02-25 00:00:00|
|      TXN1893|   CUST010|2024-02-15 00:00:00|-21770.32|     INR|    Transfer Sent|Completed|     CUST048|   Mumbai|2024-02-15 00:00:00|
|      TXN2839|   CUST017|2024-02-27 00:00:00|-22904.65|     INR|    Transfer Sent|Completed|         ATM|  Lucknow|2024-02-27 00:00:00|
|      TXN3017|   CUST047|2024-02-25 00:00:00|-36539.84|     INR|    Transfer Sent|Completed|        Bank|     Pune|2024-02-25 00:00:00|
|      TXN9496|   CUST015|2024-02-09 00:00:00|-27926.41|     INR|    Transfer Sent|Completed|         ATM|Ahmedabad|2024-02-09 00:00:00|
|      TXN5228|   CUST025|2024-02-09 00:00:00| 33257.43|     INR|          Deposit|Completed|         ATM|     Pune|2024-02-09 00:00:00|
|      TXN2319|   CUST042|2024-02-15 00:00:00|-14311.14|     INR|       Withdrawal|Completed|        Bank|   Mumbai|2024-02-15 00:00:00|
|      TXN8820|   CUST002|2024-02-04 00:00:00| 30301.69|     INR|          Deposit|Completed|         ATM|   Jaipur|2024-02-04 00:00:00|
|      TXN4569|   CUST047|2024-02-21 00:00:00|-12460.01|     INR|    Transfer Sent|Completed|     CUST005|  Chennai|2024-02-21 00:00:00|
|      TXN5845|   CUST020|2024-02-21 00:00:00|  42765.5|     INR|Transfer Received|Completed|        Bank|Hyderabad|2024-02-21 00:00:00|
|      TXN2623|   CUST006|2024-02-16 00:00:00|-16575.45|     INR|    Transfer Sent|Completed|     CUST007|Bangalore|2024-02-16 00:00:00|
|      TXN8379|   CUST019|2024-02-26 00:00:00| -1967.78|     INR|       Withdrawal|Completed|        Bank|   Mumbai|2024-02-26 00:00:00|
|      TXN2972|   CUST044|2024-02-21 00:00:00| -4003.64|     INR|    Transfer Sent|Completed|     CUST029|Hyderabad|2024-02-21 00:00:00|
|      TXN8848|   CUST039|2024-02-07 00:00:00|-44824.95|     INR|       Withdrawal|Completed|         ATM|Ahmedabad|2024-02-07 00:00:00|
